"","X","t","pd","Country","Mag","R","PR","S","n1","pdr"
"1",1,1,0.839103594463098,"Fiji",6.5,138.038426460288,0.547347003201527,-1.69897000433602,1.8269945649667,0.556029688345991
"2",2,2,0.974112346685305,"Fiji",6.5,138.038426460288,0.547347003201527,-1.69897000433602,1.8269945649667,0.802890362369842
"3",3,3,0.99583476963388,"Fiji",6.5,138.038426460288,0.547347003201527,-1.69897000433602,1.8269945649667,0.91248917275133
"4",4,4,0.999329829405858,"Fiji",6.5,138.038426460288,0.547347003201527,-1.69897000433602,1.8269945649667,0.961147790753308
"5",5,5,0.999892171960306,"Fiji",6.5,138.038426460288,0.547347003201527,-1.69897000433602,1.8269945649667,0.982750772552299
"6",6,6,0.999982650855997,"Fiji",6.5,138.038426460288,0.547347003201527,-1.69897000433602,1.8269945649667,0.992341855114253
"7",7,7,0.999997208585091,"Fiji",6.5,138.038426460288,0.547347003201527,-1.69897000433602,1.8269945649667,0.996600011028384
"8",8,8,0.999999550871375,"Fiji",6.5,138.038426460288,0.547347003201527,-1.69897000433602,1.8269945649667,0.998490505836651
"9",9,9,0.999999927736819,"Fiji",6.5,138.038426460288,0.547347003201527,-1.69897000433602,1.8269945649667,0.999329829405858
"10",10,10,0.999999988373114,"Fiji",6.5,138.038426460288,0.547347003201527,-1.69897000433602,1.8269945649667,0.999702464152457
"11",11,11,0.999999998129276,"Fiji",6.5,138.038426460288,0.547347003201527,-1.69897000433602,1.8269945649667,0.999867902917038
"12",12,12,0.999999999699007,"Fiji",6.5,138.038426460288,0.547347003201527,-1.69897000433602,1.8269945649667,0.999941352816909
"13",13,13,0.999999999951571,"Fiji",6.5,138.038426460288,0.547347003201527,-1.69897000433602,1.8269945649667,0.999973962391845
"14",14,14,0.999999999992208,"Fiji",6.5,138.038426460288,0.547347003201527,-1.69897000433602,1.8269945649667,0.999988440074993
"15",15,15,0.999999999998746,"Fiji",6.5,138.038426460288,0.547347003201527,-1.69897000433602,1.8269945649667,0.999994867736492
"16",16,16,0.999999999999798,"Fiji",6.5,138.038426460288,0.547347003201527,-1.69897000433602,1.8269945649667,0.999997721427371
"17",17,17,0.999999999999968,"Fiji",6.5,138.038426460288,0.547347003201527,-1.69897000433602,1.8269945649667,0.9999989883814
"18",18,18,0.999999999999995,"Fiji",6.5,138.038426460288,0.547347003201527,-1.69897000433602,1.8269945649667,0.999999550871375
"19",19,19,0.999999999999999,"Fiji",6.5,138.038426460288,0.547347003201527,-1.69897000433602,1.8269945649667,0.999999800600224
"20",20,20,1,"Fiji",6.5,138.038426460288,0.547347003201527,-1.69897000433602,1.8269945649667,0.999999911472419
"21",21,21,1,"Fiji",6.5,138.038426460288,0.547347003201527,-1.69897000433602,1.8269945649667,0.999999960696382
"22",22,22,1,"Fiji",6.5,138.038426460288,0.547347003201527,-1.69897000433602,1.8269945649667,0.999999982550361
"23",23,23,1,"Fiji",6.5,138.038426460288,0.547347003201527,-1.69897000433602,1.8269945649667,0.999999992252878
"24",24,24,1,"Fiji",6.5,138.038426460288,0.547347003201527,-1.69897000433602,1.8269945649667,0.999999996560508
